trajectory,point_index,x,y,heading
traj_3,43,7.72219806543966,5.553026355550969,0.5347860403672062
traj_3,44,7.723222792740653,5.570495763619938,0.5434887449205927
traj_3,45,7.724115560441651,5.587965934461159,0.5521882321393319
traj_3,46,7.724876368542649,5.605436868074635,0.5608849960683295
traj_3,47,7.725505217043649,5.622908564460366,0.5695795312167238
traj_3,48,7.726002105944652,5.640381023618349,0.5782723324740193
traj_3,49,7.726367035245658,5.657854245548588,0.5869638950259002
traj_3,50,7.7266000049466665,5.675328230251082,0.5956547142697868
traj_3,51,7.726701015047675,5.692802977725829,0.6043452857302134
traj_3,52,7.726670065548689,5.710278487972831,0.6130361049741
traj_3,53,7.726507156449703,5.727754760992086,0.6217276675259806
traj_3,54,7.726212287750721,5.745231796783598,0.6304204687832762
traj_3,55,7.72578545945174,5.762709595347363,0.6391150039316708
traj_3,56,7.72522667155276,5.780188156683381,0.6478117678606685
traj_3,57,7.724535924053785,5.797667480791655,0.6565112550794076
traj_3,58,7.723713216954811,5.815147567672182,0.6652139596327937
traj_3,59,7.722758550255841,5.832628417324965,0.6739203750180305
traj_3,60,7.721671923956871,5.850110029750002,0.6826309941016133
traj_3,61,7.720453338057904,5.867592404947292,0.6913463090368577
traj_3,62,7.71910279255894,5.8850755429168355,0.7000668111820305
traj_3,63,7.717620287459978,5.902559443658637,0.7087929910191448
traj_3,64,7.7160058227610175,5.920044107172691,0.7175253380734927
traj_3,65,7.714259398462059,5.9375295334589975,0.7262643408339765
traj_3,66,7.712381014563105,5.95501572251756,0.7350104866742966
traj_3,67,7.710370671064151,5.9725026743483784,0.7437642617750615
traj_3,68,7.7082283679652015,5.989990388951448,0.7525261510468817
traj_3,69,7.705954105266253,6.007478866326773,0.7612966380544963
traj_3,70,7.703547882967308,6.024968106474352,0.7700762049419956
traj_3,71,7.701009701068363,6.042458109394186,0.7788653323591879
traj_3,72,7.698339559569423,6.059948875086274,0.7876644993891655
traj_3,73,7.695537458470483,6.077440403550617,0.7964741834771152
traj_3,74,7.692603397771546,6.0949326947872144,0.8052948603604249
traj_3,75,7.689537377472612,6.112425748796066,0.8141270040001228
traj_3,76,7.686339397573679,6.129919565577171,0.8229710865137018
traj_3,77,7.68300945807475,6.14741414513053,0.83182757810936
traj_3,78,7.6795475589758215,6.164909487456146,0.8406969470217
traj_3,79,7.675953700276898,6.182405592554014,0.849579659448916
traj_3,80,7.672227881977974,6.199902460424136,0.858476179491511
traj_3,81,7.668370104079054,6.217400091066514,0.8673869690925624
traj_3,82,7.664380366580135,6.234898484481144,0.8763124879795713
traj_3,83,7.660258669481218,6.252397640668031,0.8852531936079169
traj_3,84,7.656005012782305,6.2698975596271715,0.8942095411059401
traj_3,85,7.651619396483393,6.2873982413585665,0.9031819832216739
traj_3,86,7.647101820584485,6.304899685862215,0.9121709702712401
traj_3,87,7.642452285085578,6.3224018931381165,0.9211769500889274
traj_3,88,7.637670789986674,6.339904863186273,0.9302003679789588
traj_3,89,7.632757335287772,6.357408596006687,0.9392416666689662
traj_3,90,7.627711920988872,6.374913091599352,0.9483012862651713
traj_3,91,7.622534547089974,6.392418349964272,0.9573796642092864
traj_3,92,7.6172252135910785,6.4099243711014475,0.9664772352371314
traj_3,93,7.611783920492186,6.4274311550108765,0.9755944313389718
traj_3,94,7.606210667793295,6.44493870169256,0.9847316817215735
traj_3,95,7.600505455494408,6.462447011146497,0.9938894127719793
traj_3,96,7.594668283595521,6.479956083372689,1.0030680480229832
traj_3,97,7.5886991520966385,6.497465918371136,1.0122680081203228
traj_3,98,7.582598060997756,6.514976516141836,1.0214897107915504
traj_3,99,7.576365010298878,6.532487876684791,1.0307335708165972
traj_3,100,7.57,6.55,1.04
traj_3,101,7.57,6.55,0.38
